surface,reading
男らしく,おとこらしく
柴崎,しばざき
立ち入る,たちいる
女学院,じょがくいん
ナントカ,なんとか
淺,あさ
ゲンダイ,げんだい
複利,ふくり
外道,げどう
お初,おはつ
雲行き,くもゆき
切り取ら,きりとら
ヒューム,ひゅーむ
なれれ,なれれ
コンチネンタル,こんちねんたる
セバスチャン,せばすちゃん
エレン,えれん
活き活き,いきいき
マリーンズ,まりーんず
薄弱,はくじゃく
強欲,ごうよく
年度内,ねんどない
中目黒,なかめぐろ
垂,しで
サージ,さーじ
デュラン,でゅらん
性病,せいびょう
音沙汰,おんさた
下柳,しもやなぎ
手ぬぐい,てぬぐい
ノワール,のわーる
真奈,まな
ウランバートル,うらんばーとる
ひきつける,ひきつける
ワシントン・ポスト,わしんとん・ぽすと
木炭,もくたん
名分,めいぶん
杜撰,ずさん
河岸,かし
千田,せんだ
メアリ,めあり
博子,ひろこ
賤,しず
締めくくる,しめくくる
走り去っ,はしりさっ
同位,どうい
接続詞,せつぞくし
弘子,ひろこ
参集,さんしゅう
虞,おそれ
染み付い,しみつい
アポイント,あぽいんと
大澤,おおさわ
セピア,せぴあ
高慢,こうまん
曲がりくねっ,まがりくねっ
遡及,そきゅう
青海,あおうみ
スゲー,すげー
治める,おさめる
スキナー,すきなー
罪深い,つみぶかい
弱火,よわび
怪し,あやし
町屋,まちや
イミュニティ,いみゅにてぃ
ソメイヨシノ,そめいよしの
沈殿,ちんでん
金時,きんとき
適材適所,てきざいてきしょ
くぐり抜け,くぐりぬけ
来さ,きさ
かこ,かこ
左官,さかん
壱岐,いき
志田,しだ
引き当て,ひきあて
ひろい,ひろい
ハジ,はじ
正行,まさゆき
ＰＨＳ,ぴーえいちえす
アドルフ,あどるふ
半音,はんおん
坂村,さかむら
万華鏡,まんげきょう
庄,しょう
暖簾,のれん
ジェネリック,じぇねりっく
幾重にも,いくえにも
寺尾,てらお
ルクセンブルク,るくせんぶるく
由紀子,ゆきこ
来し,きし
ウハウハ,うはうは
弱める,よわめる
スマトラ島,すまとらとう
カンタービレ,かんたーびれ
いぬ,いぬ
リキュール,りきゅーる
空自,くうじ
直輸入,じかゆにゅう
にぎり,にぎり
マテ,まて
壊,かい
さしたる,さしたる
洗い流し,あらいながし
打つ手,うつて
斑点,はんてん
且,かつ
カーディル,かーでぃる
ちゃーん,ちゃーん
混成,こんせい
バッサリ,ばっさり
失策,しっさく
おとし,おとし
妖魔,ようま
義兄,ぎけい
チラチラ,ちらちら
若狭,わかさ
甲州,こうしゅう
朽ち,くち
グリーンカード,ぐりーんかーど
ナミ,なみ
ストップ安,すとっぷやす
せっけん,せっけん
絶やさ,たやさ
囲っ,かこっ
コブラ,こぶら
頭頂,とうちょう
天智,てんじ
ヨタ,よた
そぎ,そぎ
ナナオ,ななお
鳥越,とりごえ
消火器,しょうかき
手放さ,てばなさ
楔,くさび
感応,かんおう
ピーチ,ぴーち
道しるべ,みちしるべ
仕組ん,しくん
水門,すいもん
思い出せる,おもいだせる
ビョーク,びょーく
割か,わりか
隔絶,かくぜつ
藤島,ふじしま
マイノリティー,まいのりてぃー
有利子,ゆうりし
警視,けいし
暴い,あばい
包摂,ほうせつ
千鳥,ちどり
チョッ,ちょっ
差し掛かっ,さしかかっ
リューク,りゅーく
いらっしゃれ,いらっしゃれ
あらかた,あらかた
春雨,はるさめ
リスキー,りすきー
喜べ,よろこべ
実相,じっそう
文例,ぶんれい
オニオン,おにおん
汚物,おぶつ
ひったくり,ひったくり
徳田,とくだ
アメニティ,あめにてぃ
鴻,おおとり
美観,びかん
屈する,くっする
督,ただし
リトアニア,りとあにあ
桃山,ももやま
中根,なかね
祟り,たたり
ぼれ,ぼれ
辺見,へんみ
ＳＭＡＰ,すまっぷ
インカレ,いんかれ
新宗連,しんしゅうれん
物すごく,ものすごく
サラワク,さらわく
サンノゼ,さんのぜ
非凡,ひぼん
反駁,はんばく
アワビ,あわび
江蘇,こうそ
ボーダーライン,ぼーだーらいん
ドーソン,どーそん
してやる,してやる
スカッド,すかっど
導師,どうし
満天,まんてん
汚点,おてん
一考,いっこう
コメディアン,こめでぃあん
ペンス,ぺんす
スプレッド,すぷれっど
敦子,あつこ
おおわれ,おおわれ
首飾り,くびかざり
仕組,しくみ
エッセイスト,えっせいすと
狂喜,きょうき
島原,しまばら
奇想天外,きそうてんがい
一章,いちしょう
国粋,こくすい
テリア,てりあ
長丁場,ながちょうば
ドキュメンテーション,どきゅめんてーしょん
尾張,おわり
電磁気,でんじき
ヴィデオ,ゔぃでお
建てよ,たてよ
胆,たん
アラバマ,あらばま
正子,まさこ
横長,よこなが
ゆくゆく,ゆくゆく
逞しく,たくましく
中央公論社,ちゅうおうこうろんしゃ
パタン,ぱたん
引っ込め,ひっこめ
来襲,らいしゅう
フォトグラファー,ふぉとぐらふぁー
消尽,しょうじん
ちんちん,ちんちん
エキセントリック,えきせんとりっく
船頭,せんどう
薄着,うすぎ
ビーケーワン,びーけーわん
桑名,くわな
アルザス,あるざす
解き明かし,ときあかし
忠夫,ただお
フシ,ふし
この際,このさい
農道,のうどう
見づらい,みづらい
住み込み,すみこみ
月齢,げつれい
探鉱,たんこう
遠因,えんいん
年季,ねんき
珍味,ちんみ
セーリング,せーりんぐ
ヒキ,ひき
ボタ,ぼた
天罰,てんばつ
狙え,ねらえ
呑ま,のま
脳味噌,のうみそ
梅原,うめはら
降りかかっ,ふりかかっ
帰りがけ,かえりがけ
こわく,こわく
媛,ひめ
按,あん
教書,きょうしょ
きば,きば
マリヤ,まりや
性感,せいかん
締まっ,しまっ
うつろ,うつろ
一意,いちい
安宅,あたか
帯びる,おびる
ポリマー,ぽりまー
転院,てんいん
ケロ,けろ
百聞,ひゃくぶん
スパイシー,すぱいしー
サトウ,さとう
水揚げ,みずあげ
指せ,させ
トラッド,とらっど
日本赤十字社,にっぽんせきじゅうじしゃ
おりる,おりる
鮠,はえ
気筒,きとう
バーンスタイン,ばーんすたいん
高位,こうい
フィオレンティーナ,ふぃおれんてぃーな
ベースアップ,べーすあっぷ
賛意,さんい
洋式,ようしき
雲の上,くものうえ
揺るが,ゆるが
護る,まもる
吐か,はか
正答,せいとう
ロールプレイ,ろーるぷれい
鈍,なまくら
ごみ箱,ごみばこ
営団,えいだん
デイビッド,でいびっど
永い,ながい
流れ出し,ながれだし
一礼,いちれい
イエメン,いえめん
気管,きかん
建玉,たてぎょく
ケラー,けらー
ひろがっ,ひろがっ
伸ばさ,のばさ
情けな,なさけな
康雄,やすお
ディー,でぃー
アフィリエイター,あふぃりえいたー
起これ,おこれ
恥ず,はず
サマンサ,さまんさ
西瓜,すいか
創建,そうけん
赤塚,あかつか
低俗,ていぞく
句読点,くとうてん
治夫,はるお
公証,こうしょう
時事通信社,じじつうしんしゃ
エレナ,えれな
遺影,いえい
ふるう,ふるう
昌弘,まさひろ
ある時,あるとき
ナイショ,ないしょ
愚痴っ,ぐちっ
齊,ひとし
ニシ,にし
昌平,しょうへい
触,ふれ
事細か,ことこまか
肥沃,ひよく
ジャージー,じゃーじー
ソネット,そねっと
事務職,じむしょく
歳時記,さいじき
美姫,みき
シナプス,しなぷす
フレーバー,ふれーばー
貸し出す,かしだす
正教,せいきょう
三池,みいけ
引き渡す,ひきわたす
AppleScript,AppleScript
飛び交い,とびかい
レーティング,れーてぃんぐ
倉石,くらいし
安東,あんどう
十勝,とかち
キーポイント,きーぽいんと
兵員,へいいん
掘り下げる,ほりさげる
ウミガメ,うみがめ
のろのろ,のろのろ
邂逅,かいこう
折込,おりこみ
ちょっかい,ちょっかい
結び付ける,むすびつける
全幅,ぜんはば
退行,たいこう
計らい,はからい
日用,にちよう
季語,きご
裂け目,さけめ
無給,むきゅう
和む,なごむ
酸っぱい,すっぱい
ギクシャク,ぎくしゃく
η,いーた
ｃｏｍ,こむ
のっとり,のっとり
押しのけ,おしのけ
儚,はかな
福本,ふくもと
行き詰っ,いきづまっ
ハイチ,はいち
厭わ,いとわ
一平,いっぺい
曽根,そね
脳外科,のうげか
スケベ,すけべ
染み込ん,しみこん
男気,おとこぎ
プロモ,ぷろも
自叙伝,じじょでん
但馬,たじま
積み込み,つみこみ
流れ出,ながれで
信子,のぶこ
片づける,かたづける
感無量,かんむりょう
潤一郎,じゅんいちろう
なごや,なごや
タートル,たーとる
親心,おやごころ
乃至,ないし
ＡＳＰ,ＡＳＰ
比叡山,ひえいやま
同型,どうけい
がらがら,がらがら
ミチ,みち
はびこる,はびこる
ささげる,ささげる
鉄拳,てっけん
芳平,よしへい
カリビアン,かりびあん
developerWorks,developerWorks
ヘリウム,へりうむ
アシュリー,あしゅりー
ＵＳＡ,ゆーえすえー
飛田,ひだ
帰社,きしゃ
直り,なおり
カタロニア,かたろにあ
ウッキー,うっきー
現在地,げんざいち
映さ,うつさ
三菱商事,みつびししょうじ
ツイスト,ついすと
とそ,とそ
おび,おび
高雄,たかお
赤土,あかつち
むずかし,むずかし
茂っ,しげるっ
植え付ける,うえつける
がらくた,がらくた
馴れ合い,なれあい
ビレッジ,びれっじ
村瀬,むらせ
月島,つきしま
かゆく,かゆく
春一番,はるいちばん
取組ん,とりくん
水洗い,みずあらい
さがり,さがり
未詳,みしょう
ロータリークラブ,ろーたりーくらぶ
送達,そうたつ
仰木,おうぎ
修験,しゅげん
脆,もろ
こぼす,こぼす
サイフ,さいふ
あぶら,あぶら
南野,みなみの
にいさん,にいさん
あてはめ,あてはめ
ドミニカ,どみにか
matsukatsu,matsukatsu
居れ,いれ
立ちはだかる,たちはだかる
蔓,つる
霞ん,かすん
ヒートアイランド,ひーとあいらんど
キウ,きう
形見,かたみ
踏みつけ,ふみつけ
こしょう,こしょう
松沢,まつざわ
淡白,たんぱく
遊泳,ゆうえい
ドコ,どこ
アフェリエイト,あふぇりえいと
法華経,ほっけきょう
降ろさ,おろさ
通れる,とおれる
熱弁,ねつべん
ジャストシステム,じゃすとしすてむ
脱が,ぬが
静謐,せいひつ
下妻,しもつま
物静か,ものしずか
よも,よも
生糸,きいと
超自然,ちょうしぜん
びいき,びいき
トランジット,とらんじっと
亜希子,あきこ
送り先,おくりさき
ポルト,ぽると
家長,かちょう
ＳＬ,えすえる
さける,さける
みちのく,みちのく
鉄分,てつぶん
けなし,けなし
勝間田,かつまた
子供部屋,こどもへや
マグス,まぐす
マシュマロ,ましゅまろ
大蛇,だいじゃ
大役,たいやく
張り巡らさ,はりめぐらさ
自省,じせい
空気圧,くうきあつ
セコム,せこむ
アセンション,あせんしょん
急逝,きゅうせい
つかさどる,つかさどる
ミハエル,みはえる
生みだし,うみだし
あやうく,あやうく
振り上げ,ふりあげ
デイビス,でいびす
弔問,ちょうもん
昇平,しょうへい
信じよ,しんじよ
頷ける,うなずける
ごきげんよう,ごきげんよう
離着陸,りちゃくりく
貘,ばく
さぞや,さぞや
乳酸,にゅうさん
川辺,かわべ
スルーパス,するーぱす
広げよ,ひろげよ
納骨,のうこつ
湯治,とうじ
幸喜,こうき
貯水,ちょすい
群生,ぐんせい
趣き,おもむき
小千谷,おじや
守義,もりよし
破たん,はたん
麿,まろ
ブルドーザー,ぶるどーざー
モヒ,もひ
あたり前,あたりまえ
花弁,かべん
トレーン,とれーん
被覆,ひふく
踊れる,おどれる
憧憬,どうけい
シンナー,しんなー
峡,かい
きわどい,きわどい
パイレーツ,ぱいれーつ
軽水炉,けいすいろ
極左,きょくさ
オイシイ,おいしー
粘り強い,ねばりづよい
字面,じづら
小枝,こえだ
愛憎,あいぞう
沿わ,そわ
鰯,いわし
書き上げる,かきあげる
遠吠え,とおぼえ
げた,げた
美里,みさと
ＣＫ,しーけー
トレードマーク,とれーどまーく
ヒース,ひーす
禎一,ていいち
表敬,ひょうけい
櫓,やぐら
波止場,はとば
極大,きょくだい
二流,にりゅう
警部補,けいぶほ
道元,どうげん
ずし,ずし
脱する,だっする
漬,つけ
助動詞,じょどうし
和義,かずよし
ハラスメント,はらすめんと
三女,さんじょ
踏ん張っ,ふんばっ
低廉,ていれん
ひょんな,ひょんな
折口,おりぐち
曽野,その
溶かす,とかす
メロドラマ,めろどらま
八方,はっぽう
おおかた,おおかた
づらかっ,づらかっ
俊夫,としお
荷車,にぐるま
裕一,ゆういち
パレ,ぱれ
ローバー,ろーばー
衛兵,えいへい
篠山,しのやま
間隙,かんげき
さばい,さばい
後れ,おくれ
ワンパターン,わんぱたーん
信也,しんや
サンダー,さんだー
揉ん,もん
おも,おも
紫蘇,しそ
立命館大学,りつめいかんだいがく
スイフト,すいふと
助け合っ,たすけあっ
カルカッタ,かるかった
もろく,もろく
常磐線,じょうばんせん
八千代,やちよ
グラナダ,ぐらなだ
太蔵,たぞう
凍ら,こおら
やみくも,やみくも
値幅,ねはば
聰,そう
有斐閣,ゆうひかく
羨まし,うらやまし
猟師,りょうし
縁日,えんにち
輪切り,わぎり
ベック,べっく
崖っぷち,がけっぷち
裏通り,うらどおり
ブログサービス,ぶろぐさーびす
東レ,とうれ
チュー,ちゅう
わだかまり,わだかまり
パピヨン,ぱぴよん
エドゥ,えどぅ
貸主,かしぬし
語呂合わせ,ごろあわせ
若宮,わかみや
トロピカル,とろぴかる
イリヤ,いりや
dissociation,dissociation
町議会,まちぎかい
重たく,おもたく
供託,きょうたく
事実無根,じじつむこん
慎む,つつしむ
ハルビン,はるびん
可燃,かねん
とまどっ,とまどっ
消え去る,きえさる
ファイナンシャルプランナー,ふぁいなんしゃるぷらんなー
突拍子,とっひょうし
響かせ,ひびかせ
殷,いん
浮かび上がら,うかびあがら
フレーク,ふれーく
水口,みずぐち
二塁打,にるいだ
融け,とけ
政争,せいそう
場末,ばすえ
伝奇,でんき
おばけ,おばけ
名乗ら,なのら
シシ,しし
グールド,ぐーるど
カンザス,かんざす
曲者,くせもの
ナーローパ,なーろーぱ
ソマリア,そまりあ
枯,かれ
本宮,ほんぐう
抱きしめる,だきしめる
あっけ,あっけ
ラヴェル,らゔぇる
ＳＡＲＳ,さーず
画用紙,がようし
シコ,しこ
スペクトラム,すぺくとらむ
デレク,でれく
どし,どし
ふるえ,ふるえ
遺作,いさく
重明,しげあき
読経,どきょう
病歴,びょうれき
怨,おん
ガニ,がに
後見人,こうけんにん
アテンション,あてんしょん
引っかから,ひっかから
俊之,としゆき
花崗岩,かこうがん
京成,けいせい
台地,だいち
ダンディ,だんでぃ
かが,かが
しんぼう,しんぼう
可笑しく,おかしく
猫背,ねこぜ
亀梨,かめなし
イトーヨーカドー,いとーよーかどー
自責,じせき
もりもり,もりもり
ターニングポイント,たーにんぐぽいんと
ソト,そと
ねらう,ねらう
みょう,みょう
ブリヂストン,ぶりぢすとん
二見,ふたみ
PlayStation,PlayStation
今にも,いまにも
天目,てんもく
包容,ほうよう
なし崩し,なしくずし
日本大学,にっぽんだいがく
お孫さん,おまごさん
コンフリクト,こんふりくと
筆致,ひっち
アンディー,あんでぃー
ジェレミー,じぇれみー
つぎつぎ,つぎつぎ
液化,えきか
とりこ,とりこ
微粒子,びりゅうし
アフタヌーン,あふたぬーん
データファイル,でーたふぁいる
もったいなく,もったいなく
客車,きゃくしゃ
引き戸,ひきど
天主堂,てんしゅどう
もげ,もげ
真人,まさと
引っ掛かっ,ひっかかっ
弁務,べんむ
ナタ,なた
やんわり,やんわり
煎餅,せんべい
組立て,くみたて
売りつけ,うりつけ
礼金,れいきん
一事,いちじ
マクド,まくど
アフィリ,あふぃり
鄧,とう
幽閉,ゆうへい
ぽつぽつ,ぽつぽつ
べらぼう,べらぼう
成美,せいび
鳴らさ,ならさ
信吾,しんご
不一,ふいつ
たたえる,たたえる
醜態,しゅうたい
白日,はくじつ
誠一郎,せいいちろう
大船,おおぶね
処する,しょする
焼き魚,やきざかな
プロシージャ,ぷろしーじゃ
駆け付け,かけつけ
夏樹,なつき
掴ま,つかま
ジョヴァンニ,じょゔぁんに
布袋,ほてい
たまらなかっ,たまらなかっ
接頭,せっとう
起き上がっ,おきあがっ
況,きょう
トド,とど
気休め,きやすめ
ギブソン,ぎぶそん
痛めつけ,いためつけ
気心,きごころ
ころがっ,ころがっ
シーリング,しーりんぐ
浮揚,ふよう
祇園祭,ぎおんまつり
恭一,きょういち
速め,はやめ
ザグレブ,ざぐれぶ
詩歌,しいか
地銀,ちぎん
オセロ,おせろ
倍音,ばいおん
海溝,かいこう
縦長,たてなが
戻,れい
合資,ごうし
北端,ほくたん
飲まさ,のまさ
ほっぺ,ほっぺ
併存,へいそん
問題児,もんだいじ
動こ,うごこ
軽症,けいしょう
ヒノ,ひの
原石,げんせき
躍る,おどる
拠っ,よっ
カミュ,かみゅ
つも,つも
嵩,かさ
イダカ,いだか
カミソリ,かみそり
はずせ,はずせ
雑魚,ざこ
投げ出さ,なげださ
匂,におい
それる,それる
ソックリ,そっくり
シェルパ,しぇるぱ
私大,しだい
レヴュー,れゔゅー
能楽,のうがく
いにしえ,いにしえ
死産,しざん
コエンザイム,こえんざいむ
オバケ,おばけ
図示,ずし
黒柳,くろやなぎ
宿屋,やどや
突き刺さっ,つきささっ
圧政,あっせい
ＬＤＫ,えるでぃーけー
酉,とり
無声,むせい
ラモス,らもす
大和証券,やまとしょうけん
ヒディンク,ひでぃんく
のぞかせ,のぞかせ
釣り合い,つりあい
佇ん,たたずん
中空,ちゅうくう
成り下がっ,なりさがっ
割り切る,わりきる
桂子,けいこ
土鍋,どなべ
偏愛,へんあい
デフォルメ,でふぉるめ
ヒツジ,ひつじ
とんこつ,とんこつ
拘り,かかわり
スラング,すらんぐ
スケジューリング,すけじゅーりんぐ
増長,ぞうちょう
ファミリーマート,ふぁみりーまーと
ボニー,ぼにー
プロモーター,ぷろもーたー
真希,まき
かわさ,かわさ
木刀,ぼくとう
キロリットル,きろりっとる
にわとり,にわとり
天平,てんぴょう
武彦,たけひこ
客足,きゃくあし
書類作成,しょるいさくせい
息づい,いきづい
シャンデリア,しゃんでりあ
遼寧,りょうねい
説話,せつわ
ニャー,にゃー
毎号,まいごう
Photoshop,Photoshop
実母,じつぼ
見回り,みまわり
道交法,どうこうほう
撹乱,かくらん
和正,かずまさ
三平,さんぺい
稀少,きしょう
ふくむ,ふくむ
なおざり,なおざり
地べた,じべた
手の内,てのうち
ファンデーション,ふぁんでーしょん
甦っ,よみがえっ
雅之,まさゆき
分け合っ,わけあっ
アフィリエイトプログラム,あふぃりえいとぷろぐらむ
下肢,かし
ロニー,ろにー
おどり,おどり
鋪,しき
久志,ひさし
近視,きんし
ハリポタ,はりぽた
処せ,しょせ
物思い,ものおもい
希釈,きしゃく
疎か,おろそか
金字塔,きんじとう
仕込ま,しこま
あっけない,あっけない
たたかう,たたかう
借主,かりぬし
ビズ,びず
取りかかる,とりかかる
東北大,とうほくだい
フリッツ,ふりっつ
格下,かくした
信じ込ん,しんじこん
暑中,しょちゅう
モテル,もてる
オッパイ,おっぱい
裏道,うらみち
発情,はつじょう
虚脱,きょだつ
タリバーン,たりばーん
シッポ,しっぽ
減らせ,へらせ
具象,ぐしょう
スキマ,すきま
立教大学,りっきょうだいがく
柏原,かしわばら
付す,ふす
モナリザ,もなりざ
史家,しか
えてして,えてして
相原,あいはら
峻別,しゅんべつ
訳出,やくしゅつ
周作,しゅうさく
代案,だいあん
ハンク,はんく
見出せる,みいだせる
負かす,まかす
労賃,ろうちん
済州,さいしゅう
あらため,あらため
憂き目,うきめ
オーマンディ,おーまんでぃ
主犯,しゅはん
千石,せんごく
見守ら,みまもら
精読,せいどく
カフェオレ,かふぇおれ
マンガン,まんがん
捌き,さばき
奈落,ならく
イキ,いき
ＳＡ,えすえー
茂庭,もにわ
アドワーズ,あどわーず
モア,もあ
とうぜん,とうぜん
マキシ,まきし
誠心誠意,せいしんせいい
三文,さんぶん
峻,しゅん
忍び込ん,しのびこん
エッフェル塔,えっふぇるとう
セツ,せつ
ともすると,ともすると
召使,めしつかい
常盤,ときわ
つぎ込む,つぎこむ
ガマ,がま
割り引い,わりびい
放り込む,ほうりこむ
ドメスティック,どめすてぃっく
まかり通る,まかりとおる
おなら,おなら
げんき,げんき
五味,ごみ
住み着い,すみつい
語らい,かたらい
含蓄,がんちく
増分,ぞうぶん
たのむ,たのむ
ぽかぽか,ぽかぽか
ひじき,ひじき
匙,さじ
槌,つち
伝っ,つたっ
ポツン,ぽつん
吉日,きつじつ
非鉄,ひてつ
吹き飛ばさ,ふきとばさ
不整脈,ふせいみゃく
売り出す,うりだす
びくびく,びくびく
なすっ,なすっ
次節,じせつ
熱かっ,あつかっ
慎み,つつしみ
精いっぱい,せいいっぱい
賞状,しょうじょう
踏みにじる,ふみにじる
急ピッチ,きゅうぴっち
ノーコメント,のーこめんと
元禄,げんろく
アソシエーション,あそしえーしょん
明太子,めんたいこ
ずっ,ずっ
既出,きしゅつ
建ち,たち
睾丸,こうがん
すーっ,すーっ
箔,はく
創価,そうか
居留,きょりゅう
引き渡さ,ひきわたさ
よど,よど
静養,せいよう
嫁入り,よめいり
平板,へいばん
愛し合う,あいしあう
詩文,しぶん
二乗,にじょう
森村,もりむら
郵便受け,ゆうびんうけ
幸田,こうだ
女心,おんなごころ
敏子,としこ
話し声,はなしごえ
尽し,つくし
積め,つめ
精神分裂病,せいしんぶんれつびょう
舐める,なめる
物腰,ものごし
国際司法裁判所,こくさいしほうさいばんしょ
はだし,はだし
井沢,いざわ
マカロニ,まかろに
鍬,くわ
辰義,たつよし
月夜,つきよ
崩落,ほうらく
持ち合い,もちあい
甲高い,かんだかい
愛し合っ,あいしあっ
殺風景,さっぷうけい
栗本,くりもと
雄一郎,ゆういちろう
共立,きょうりつ
ジグザグ,じぐざぐ
鋏,はさみ
ブロンズ,ぶろんず
セロトニン,せろとにん
凝る,こる
破れる,やぶれる
大月,おおつき
梶山,かじやま
籐,とう
悪友,あくゆう
サラブレッド,さらぶれっど
魅せる,みせる
カルタ,かるた
ウイーン,ういーん
一心不乱,いっしんふらん
ギルバート,ぎるばーと
初婚,しょこん
視認,しにん
剃っ,そっ
結石,けっせき
ワタナベ,わたなべ
おこら,おこら
踏み出せ,ふみだせ
表皮,ひょうひ
まとめよ,まとめよ
たわい,たわい
敏腕,びんわん
突き当たり,つきあたり
医務,いむ
城塞,じょうさい
見詰め,みつめ
ステークス,すてーくす
モルタル,もるたる
蒸,むし
しめし,しめし
フリスビー,ふりすびー
目くじら,めくじら
進駐軍,しんちゅうぐん
祀っ,まつっ
張り替え,はりかえ
字句,じく
糠漬け,ぬかづけ
バインダー,ばいんだー
夜通し,よどおし
上梓,じょうし
築け,きずけ
ねつ造,ねつぞう
あっぱれ,あっぱれ
なけ,なけ
暗がり,くらがり
キナ,きな
マゾ,まぞ
ディレクション,でぃれくしょん
広務,ひろむ
起つ,たつ
咄嗟,とっさ
麗子,れいこ
奮い立た,ふるいたた
ナマコ,なまこ
ナンボ,なんぼ
興ざめ,きょうざめ
尾辻,おつじ
グランパス,ぐらんぱす
堀越,ほりこし
たちどころに,たちどころに
わかりやすさ,わかりやすさ
弱腰,よわごし
箴言,しんげん
客人,きゃくじん
ミキ,みき
獲る,とる
激闘,げきとう
批難,ひなん
全焼,ぜんしょう
叙事詩,じょじし
屠殺,とさつ
ダミアン,だみあん
速かっ,はやかっ
芸当,げいとう
旧い,ふりい
アンチテーゼ,あんちてーぜ
かまけ,かまけ
ＰＷ,ぴーだぶりゅー
誰々,だれだれ
タピオカ,たぴおか
ささやい,ささやい
草刈,くさかり
インディー,いんでぃー
施錠,せじょう
御仁,ごじん
飼,かい
しょんぼり,しょんぼり
マッキンゼー,まっきんぜー
フェルナンデス,ふぇるなんです
見開い,みひらい
悼む,いたむ
カスタマーサービス,かすたまーさーびす
皇統,こうとう
領内,りょうない
顕現,けんげん
際立つ,きわだつ
立春,りっしゅん
死ねる,しねる
起き上がり,おきあがり
のめり込ん,のめりこん
ラッパー,らっぱー
励行,れいこう
作り直す,つくりなおす
藤崎,ふじさき
男尊女卑,だんそんじょひ
ＡＰ通信,えーぴーつうしん
ＴＮＫ,ＴＮＫ
ゾッと,ぞっと
おぼれ,おぼれ
黒井,くろい
ゆるん,ゆるん
雨戸,あまど
さぐる,さぐる
菅井,すがい
ゴルフクラブ,ごるふくらぶ
発疹,はっしん
オーバーホール,おーばーほーる
見抜き,みぬき
始祖,しそ
手当たり,てあたり
日赤,にっせき
夏彦,なつひこ
対数,たいすう
流浪,るろう
選集,せんしゅう
ヒビキ,ひびき
逸材,いつざい
抜け出,ぬけで
熊楠,くまぐす
突っ走る,つっぱしる
見習わ,みならわ
バロメーター,ばろめーたー
いわき,いわき
売り込ん,うりこん
梢,こずえ
麒麟,きりん
合わさ,あわさ
なりふり,なりふり
ウエイトレス,うえいとれす
衛生局,えいせいきょく
久子,ひさこ
よみがえり,よみがえり
登紀子,ときこ
交歓,こうかん
見つかれ,みつかれ
高志,たかし
カッティング,かってぃんぐ
ママチャリ,ままちゃり
ばっさり,ばっさり
シェード,しぇーど
Thanksgiving,Thanksgiving
泣かせる,なかせる
訓示,くんじ
谷本,たにもと
さりとて,さりとて
総合大学,そうごうだいがく
いっこ,いっこ
すりかえ,すりかえ
哀しく,かなしく
皆目,かいもく
石ころ,いしころ
ガロ,がろ
接骨,せっこつ
醍醐,だいご
野本,のもと
同窓生,どうそうせい
母集団,ははしゅうだん
ＫＤＤＩ,けーでぃーでぃーあい
積み上げる,つみあげる
格納庫,かくのうこ
はかどら,はかどら
通風,つうふう
おくれる,おくれる
丸み,まるみ
おむすび,おむすび
インドシナ,いんどしな
乱さ,みださ
かもし,かもし
ぺらぺら,ぺらぺら
上製,じょうせい
タツ,たつ
割れ目,われめ
ジュディ,じゅでぃ
まわさ,まわさ
親子連れ,おやこづれ
神格,しんかく
こす,こす
暴風雨,ぼうふうう
前売,まえうり
むちゃ,むちゃ
浮き上がっ,うきあがっ
美恵子,みえこ
上げ下げ,あげさげ
ミーツ,みーつ
ひえ,ひえ
ニナ,にな
流し込ん,ながしこん
夕立,ゆうだち
一人娘,ひとりむすめ
見過ごす,みすごす
絶える,たえる
ポテトチップス,ぽてとちっぷす
国情,こくじょう
面倒臭い,めんどうくさい
ブレード,ぶれーど
うらら,うらら
一長一短,いっちょういったん
荒っぽい,あらっぽい
徳之島,とくのしま
九段,きゅうだん
障碍,しょうがい
モルヒネ,もるひね
オマーン,おまーん
荻原,おぎわら
オカシイ,おかしい
パクパク,ぱくぱく
十八番,じゅうはちばん
墓穴,ぼけつ
切り出す,きりだす
伸び伸び,のびのび
凍りつい,こおりつい
タクシン,たくしん
日本電信電話,にっぽんでんしんでんわ
横井,よこい
放す,はなす
食わせ,くわせ
すくなく,すくなく
アパートメント,あぱーとめんと
こぼれ話,こぼればなし
パリーグ,ぱりーぐ
くぼみ,くぼみ
富谷,とみや
金八,きんぱち
振るわ,ふるわ
イク,いく
しぶとく,しぶとく
トルストイ,とるすとい
わける,わける
心証,しんしょう
息苦しい,いきぐるしい
ならず者,ならずもの
面倒くさ,めんどうくさ
衆生,しゅじょう
伊予,いよ
一件,いちけん
吹聴,ふいちょう
休載,きゅうさい
まかなわ,まかなわ
腐心,ふしん
清里,きよさと
打ち切っ,うちきっ
レハブアム,れはぶあむ
辛子,からし
チューバ,ちゅーば
飛び跳ね,とびはね
酋長,しゅうちょう
減反,げんたん
六角,ろっかく
哀れみ,あわれみ
ヒョウ,ひょう
はいいん,はいいん
奥まっ,おくまっ
箒,ほうき
露見,ろけん
ほのめかし,ほのめかし
鉄橋,てっきょう
幸太郎,こうたろう
女のコ,おんなのこ
緊縮,きんしゅく
職業病,しょくぎょうびょう
大字,おおあざ
アレキサンドリア,あれきさんどりあ
係属,けいぞく
けなげ,けなげ
気持ち良,きもちりょう
言い当て,いいあて
鹿屋,かのや
エンブレム,えんぶれむ
下支え,したざさえ
がんじがらめ,がんじがらめ
顰蹙,ひんしゅく
